UID_01,BIOCHEMICAL,NCI_NAME,BROAD_NAME,FENLAND_METABOLON_NAME,FENLAND_BIOCRATES_NAME,ARIC_NAME1,ARIC_NAME2,UCLEB_NMR_NAME,SHANGHAI_CHD_NAME,HMDB_ID,HMDB_ID1,HMDB_ID2,CHEMICAL_ID,COMP_ID,PUBCHEM,CHEMSPIDER,CHEBI,INCHI,INCHIKEY,CAS,KEGG,SUPER_PATHWAY,SUB_PATHWAY,FLAG
HMDB00194,Anserine,anserine,anserine,NA,NA,NA,NA,NA,NA,HMDB00194,HMDB00194,NA,NA,15747,6992114;112072,NA,NA,NA,NA,10030-52-1,C01262,PEPTIDE,DIPEPTIDE DERIVATIVE,NA
HMDB01123,Anthranilate,anthranilate,anthranilic acid,NA,NA,anthranilate,anthranilate,NA,NA,HMDB01123,HMDB01123,NA,1258,4970,3734162;227,NA,NA,NA,NA,118-92-3,C00108,AMINO ACID,TRYPTOPHAN METABOLISM,NA
HMDBP01620,Apolipoprotein A-I,NA,NA,NA,NA,NA,NA,Apolipoprotein A-I (g/L),NA,HMDBP01620,HMDBP01620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDBP02081,Apolipoprotein B,NA,NA,NA,NA,NA,NA,Apolipoprotein B (g/L),NA,HMDBP02081,HMDBP02081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB00646,Arabinose,arabinose,NA,NA,NA,arabinose,arabinose,NA,arabinose,HMDB00646,HMDB00646,NA,828,575,66308,NA,NA,NA,NA,28697-53-2,"C00181,C00216",CARBOHYDRATE,PENTOSE METABOLISM,NA
HMDB01851,Arabitol,arabitol,NA,NA,NA,NA,arabitol,NA,arabitol,HMDB01851,HMDB01851,NA,100000012,15964;38075,94154,NA,NA,NA,NA,488-82-4;7643-75-6,"C00474,C01904",CARBOHYDRATE,PENTOSE METABOLISM,NA
CHEM100006430,Arabitol/xylitol,arabitol_xylitol,NA,arabitol/xylitol,NA,NA,NA,NA,NA,NA,NA,NA,100006430,48885,NA,NA,NA,NA,NA,NA,NA,CARBOHYDRATE,PENTOSE METABOLISM,NA
HMDB00539,Arabonate,arabonate,NA,NA,NA,arabonate,arabonate,NA,NA,HMDB00539,HMDB00539,NA,100001937,37516,122045,NA,NA,NA,NA,7643-75-7,C00878,COFACTORS AND VITAMINS,ASCORBATE AND ALDARATE METABOLISM,NA
CHEM100006115,Arabonate/xylonate,arabonate_xylonate,NA,arabonate/xylonate,NA,NA,NA,NA,NA,NA,NA,NA,100006115,48255,NA,NA,NA,NA,NA,NA,NA,CARBOHYDRATE,PENTOSE METABOLISM,NA
HMDB02212,Arachidate (20:0) (X - 13149),arachidate__20_0_ (x_13149),NA,arachidate (20:0),NA,NA,arachidate (20:0),NA,arachidate (20:0),HMDB02212,HMDB02212,NA,893,1118;44679;34841,10467,NA,NA,NA,NA,506-30-9,C06425,LIPID,LONG CHAIN FATTY ACID,NA
HMDB01043,Arachidonate (20:4n6),arachidonate__20_4n6_,NA,arachidonate (20:4n6),NA,arachidonate (20:4n6),arachidonate (20:4n6),NA,arachidonate (20:4n6),HMDB01043,HMDB01043,NA,229,1110,444899,NA,NA,NA,NA,506-32-1,C00219,LIPID,LONG CHAIN FATTY ACID; POLYUNSATURATED FATTY ACID (N3 AND N6),NA
CHEM1488,Arachidonoyl ethanolamide,NA,NA,arachidonoyl ethanolamide,NA,NA,NA,NA,NA,NA,NA,NA,1488,32463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHEM100009332,Arachidonoylcholine,arachidonoylcholine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100009332,53261,NA,NA,NA,NA,NA,NA,NA,LIPID,PHOSPHOLIPID METABOLISM,NA
CHEM100006290,"Arachidoyl sphingomyelin* or Sphingomyelin (d18:1/20:0, d16:1/22:0)*",arachidoyl_sphingomyelin (sphingomyelin__d18_1_20_0__d1),NA,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",NA,NA,NA,NA,NA,NA,NA,NA,100006290,48490,NA,NA,NA,NA,NA,NA,NA,LIPID,SPHINGOLIPID METABOLISM,NA
HMDB00517,Arginine,arginine,arginine,arginine,NA,arginine,arginine,NA,arginine,HMDB00517,HMDB00517,NA,231,1638,5246487232,NA,NA,NA,NA,1119-34-2,C00062,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,NA
HMDB00052,Argininosuccinate,argininosuccinate,NA,NA,NA,NA,NA,NA,NA,HMDB00052,HMDB00052,NA,232,15497,16950;828,NA,NA,NA,NA,156637-58-0,C03406,AMINO ACID,UREA CYCLE; ARGININE AND PROLINE METABOLISM,NA
CHEM100003153,Arginylisoleucine,arginylisoleucine,NA,NA,NA,NA,arginylisoleucine,NA,NA,NA,NA,NA,100003153,40070,433625,NA,NA,NA,NA,62632-70-6,NA,PEPTIDE,DIPEPTIDE,NA
CHEM100003154,Arginylleucine,arginylleucine,NA,NA,NA,NA,arginylleucine,NA,NA,NA,NA,NA,100003154,39995,333445,NA,NA,NA,NA,1188-24-5,NA,PEPTIDE,DIPEPTIDE,NA
CHEM100003580,Arginylphenylalanine,arginylphenylalanine,NA,NA,NA,NA,arginylphenylalanine,NA,NA,NA,NA,NA,100003580,41485,4441256,NA,NA,NA,NA,2047-13-4,NA,PEPTIDE,DIPEPTIDE,NA
CHEM100003579,Arginylproline,arginylproline,NA,NA,NA,NA,arginylproline,NA,NA,NA,NA,NA,100003579,41394,332964,NA,NA,NA,NA,2418-69-1,NA,PEPTIDE,DIPEPTIDE,NA
CHEM100003577,Arginylvaline,NA,NA,NA,NA,NA,arginylvaline,NA,NA,NA,NA,NA,100003577,41395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB00044,Ascorbate (Vitamin C),ascorbate__vitamin_c_,NA,ascorbate (Vitamin C),NA,NA,NA,NA,NA,HMDB00044,HMDB00044,NA,233,1640;32354,NA,NA,NA,NA,NA,134-03-2,C00072,COFACTORS AND VITAMINS,ASCORBATE AND ALDARATE METABOLISM,NA
HMDB01937,Asmol,asmol,NA,NA,NA,NA,NA,NA,NA,HMDB01937,HMDB01937,NA,100003966,42588,2083,NA,NA,NA,NA,18559-94-9,D02147,XENOBIOTICS,DRUG,NA
HMDB00168,Asparagine,asparagine,asparagine,asparagine,NA,asparagine,asparagine,NA,asparagine,HMDB00168,HMDB00168,NA,917,512;11398;34283,62676992089,NA,NA,NA,NA,70-47-3,C00152,AMINO ACID,ALANINE AND ASPARTATE METABOLISM,NA
CHEM100003156,Asparagylleucine,asparagylleucine,NA,NA,NA,NA,asparagylleucine,NA,NA,NA,NA,NA,100003156,42980,NA,NA,NA,NA,NA,NA,NA,PEPTIDE,DIPEPTIDE,NA
CHEM100003569,Asparagylvaline,NA,NA,NA,NA,NA,asparagylvaline,NA,NA,NA,NA,NA,100003569,42028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB00191,Aspartate,aspartate,NA,aspartate,NA,aspartate,aspartate,NA,NA,HMDB00191,HMDB00191,NA,234,443;15996;35834,5960,NA,NA,NA,NA,56-84-8,C00049,AMINO ACID,ALANINE AND ASPARTATE METABOLISM,NA
COMP37461,Aspartate-glutamate,aspartate_glutamate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37461,4130574,NA,NA,NA,NA,1554998,NA,PEPTIDE,DIPEPTIDE,NA
CHEM100003158,Aspartylleucine,aspartylleucine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100003158,40068,332962,NA,NA,NA,NA,3062-14-4,NA,PEPTIDE,DIPEPTIDE,NA
HMDB00706,Aspartylphenylalanine,aspartylphenylalanine,NA,NA,NA,aspartylphenylalanine,aspartylphenylalanine,NA,NA,HMDB00706,HMDB00706,NA,100000803,22175,93078,NA,NA,NA,NA,13433-09-5,NA,PEPTIDE,DIPEPTIDE,NA
HMDB01924,Atenolol,atenolol,NA,atenolol,NA,NA,atenolol,NA,NA,HMDB01924,HMDB01924,NA,100002726,38658,2249,NA,NA,NA,NA,29122-68-7,D00235,XENOBIOTICS,DRUG,NA
HMDB05006,Atorvastatin (lipitor) or Lipitor,atorvastatin__lipitor_ (lipitor),NA,NA,NA,NA,NA,NA,NA,HMDB05006,HMDB05006,NA,100002802,38619,60823,NA,NA,NA,NA,134523-03-8,"D00887,C06834",XENOBIOTICS,DRUG,NA
CHEM100005940,Atorvastatin lactone,atorvastatin_lactone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100005940,47878,6483036,NA,NA,NA,NA,125995-03-1,NA,XENOBIOTICS,DRUG,NA
HMDB00784,Azelate (nonanedioate),azelate__nonanedioate_,NA,azelate (nonanedioate),NA,azelate (nonanedioate),azelate (nonanedioate),NA,azelate (nonanedioate),HMDB00784,HMDB00784,NA,2029,18362,2266,NA,NA,NA,NA,123-99-9,C08261,LIPID,"FATTY ACID, DICARBOXYLATE",NA
HMDB00944,Behenate (22:0),behenate__22_0_,NA,NA,NA,NA,NA,NA,NA,HMDB00944,HMDB00944,NA,314,12125,8215,NA,NA,NA,NA,112-85-6,C08281,LIPID,LONG CHAIN FATTY ACID,NA
CHEM100006294,Behenoyl sphingomyelin (d18:1/22:0)*,behenoyl_sphingomyelin__d18_1,NA,behenoyl sphingomyelin (d18:1/22:0)*,NA,NA,behenoyl sphingomyelin*,NA,NA,NA,NA,NA,100006294,48492,NA,NA,NA,NA,NA,NA,NA,LIPID,SPHINGOLIPID METABOLISM,NA
CHEM100006238,Bendroflumethiazide,NA,NA,bendroflumethiazide,NA,NA,NA,NA,NA,NA,NA,NA,100006238,52376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB04461,Benzamide,benzamide,NA,NA,NA,NA,NA,NA,NA,HMDB04461,HMDB04461,NA,100002330,38641,2331,NA,NA,NA,NA,55-21-0,C09815,XENOBIOTICS,BENZOATE METABOLISM,NA
HMDB01870,Benzoate,benzoate,benzoate,benzoate,NA,benzoate,benzoate,NA,benzoate,HMDB01870,HMDB01870,NA,100000008,15778,243,NA,NA,NA,NA,65-85-0,C00180,XENOBIOTICS,BENZOATE METABOLISM,NA
CHEM100004555,Benzoylcarnitine* or Phenylcarnitine*,benzoylcarnitine (phenylcarnitine),NA,NA,NA,NA,phenylcarnitine*,NA,NA,NA,NA,NA,100004555,43265,NA,NA,NA,NA,NA,105450-08-6,NA,XENOBIOTICS,CHEMICAL,NA
CHEM100002928,Benzoylecgonine,benzoylecgonine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100002928,39678,442997,NA,NA,NA,NA,519-09-5,C10847,XENOBIOTICS,DRUG,NA
CSID9001,Beta-Alanylhistidine,NA,NA,NA,Carnosine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9001,NA,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)",CQOVPNPJLQNMDC-UHFFFAOYSA-N,NA,NA,NA,NA,NA
CAS_5699_54_7,Beta-Leucine,NA,NA,NA,Leucine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H13NO2/c1-4(2)5(7)3-6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)",GLUJNGJDHCTUJY-UHFFFAOYSA-N,5699-54-7,NA,NA,NA,NA
HMDB00056,Beta-alanine,beta_alanine,beta-alanine,beta-alanine,Alanine,NA,beta-alanine,NA,beta-alanine,HMDB00056,HMDB00056,NA,244,55;35838,2394755801,NA,NA,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",UCMIRNVEIXFBKS-UHFFFAOYSA-N,56-41-7;107-95-9,C00099,AMINO ACID; NUCLEOTIDE,"ALANINE AND ASPARTATE METABOLISM; PYRIMIDINE METABOLISM, URACIL CONTAINING",NA
HMDB00011,Beta-hydroxybutyrate,NA,beta-hydroxybutyrate,NA,NA,NA,NA,NA,NA,HMDB00011,HMDB00011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB00754,Beta-hydroxyisovalerate,beta_hydroxyisovalerate,NA,beta-hydroxyisovalerate,NA,beta-hydroxyisovalerate,beta-hydroxyisovalerate,NA,beta-hydroxyisovalerate,HMDB00754,HMDB00754,NA,1442,12129,69362,NA,NA,NA,NA,625-08-1,NA,AMINO ACID,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM",NA
CHEM100001594,Beta-hydroxyisovaleroylcarnitine or Hydroxyisovaleroyl carnitine,beta_hydroxyisovaleroylcarnit (hydroxyisovaleroyl_carnitine),NA,NA,NA,hydroxyisovaleroyl carnitine,beta-hydroxyisovaleroylcarnitine,NA,NA,NA,NA,NA,100001594,35433,NA,NA,NA,NA,NA,99159-87-2,NA,AMINO ACID,"VALINE, LEUCINE AND ISOLEUCINE METABOLISM",NA
HMDB01352,Beta-hydroxypyruvate,beta_hydroxypyruvate,NA,NA,NA,NA,NA,NA,NA,HMDB01352,HMDB01352,NA,100000055,15686,964,NA,NA,NA,NA,1113-60-6;3369-79-7,C00168,AMINO ACID,"GLYCINE, SERINE AND THREONINE METABOLISM",NA
HMDB00852,Beta-sitosterol,beta_sitosterol,NA,NA,NA,NA,beta-sitosterol,NA,NA,HMDB00852,HMDB00852,NA,100001033,27414,222284,NA,NA,NA,NA,83-46-5,C01753,LIPID,STEROL/STEROID,NA
HMDB06335,Beta-tocopherol,beta_tocopherol,NA,NA,NA,NA,beta-tocopherol,NA,NA,HMDB06335,HMDB06335,NA,100001641,35702;42316,6857447,NA,NA,NA,NA,148-03-8,C14152,COFACTORS AND VITAMINS,TOCOPHEROL METABOLISM,NA
HMDB00043,Betaine,betaine,betaine,betaine,NA,betaine,betaine,NA,betaine,HMDB00043,HMDB00043,NA,799,3141,247,NA,NA,NA,NA,107-43-7,C00719,AMINO ACID,"GLYCINE, SERINE AND THREONINE METABOLISM",NA
HMDB29412,Betonicine or 4-hydroxyproline betaine,betonicine (_4_hydroxyproline_betaine),NA,betonicine,NA,NA,betonicine,NA,NA,HMDB29412,HMDB29412,NA,100002153,38100,164642;1550239,NA,NA,NA,NA,515-25-3,C08269,XENOBIOTICS,FOOD COMPONENT/PLANT,NA
CHEM100001950,"Bilirubin (E,E)*",bilirubin__e_e_,NA,"bilirubin (E,E)*",NA,"bilirubin (E,E)*","bilirubin (E,E)*",NA,"bilirubin (E,E)*",NA,NA,NA,100001950,32586,5315454,NA,NA,NA,NA,114-25-0,NA,COFACTORS AND VITAMINS,HEMOGLOBIN AND PORPHYRIN METABOLISM,NA
CHEM100001951,"Bilirubin (E,Z or Z,E)*",bilirubin__e_z_or_z_e_,NA,"bilirubin (E,Z or Z,E)*",NA,NA,"bilirubin (E,Z or Z,E)*",NA,"bilirubin (E,Z or Z,E)*",NA,NA,NA,100001951,34106;47886,5799469,NA,NA,NA,NA,NA,NA,COFACTORS AND VITAMINS,HEMOGLOBIN AND PORPHYRIN METABOLISM,NA
HMDB00054,"Bilirubin (Z,Z)",bilirubin__z_z_,NA,"bilirubin (Z,Z)",NA,"bilirubin (Z,Z)","bilirubin (Z,Z)",NA,"bilirubin (Z,Z)",HMDB00054,HMDB00054,NA,1090,27716;43807,5280352,NA,NA,NA,NA,635-65-4,C00486,COFACTORS AND VITAMINS,HEMOGLOBIN AND PORPHYRIN METABOLISM,NA
HMDB01008,Biliverdin,biliverdin,NA,biliverdin,NA,biliverdin,biliverdin,NA,biliverdin,HMDB01008,HMDB01008,NA,250,2137,5353439,NA,NA,NA,NA,55482-27-4;55482-27-4,C00500,COFACTORS AND VITAMINS,HEMOGLOBIN AND PORPHYRIN METABOLISM,NA
HMDB00468,Biopterin,biopterin,NA,NA,NA,NA,biopterin,NA,NA,HMDB00468,HMDB00468,NA,1548,12358,445040,NA,NA,NA,NA,22150-76-1,C06313,COFACTORS AND VITAMINS,TETRAHYDROBIOPTERIN METABOLISM,NA
HMDB32133,Bisphenol A,bisphenol_a,NA,NA,NA,NA,NA,NA,NA,HMDB32133,HMDB32133,NA,100000823,21125,6623,NA,NA,NA,NA,80-05-7,C13624,XENOBIOTICS,CHEMICAL,NA
CHEM100001997,Bisphenol A monosulfate,bisphenol_a_monosulfate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100001997,37172,NA,NA,NA,NA,NA,NA,NA,XENOBIOTICS,CHEMICAL,NA
CHEM100000967,Bradykinin,bradykinin,NA,NA,NA,bradykinin,bradykinin,NA,bradykinin,HMDB04246,HMDB04246,NA,100000967,22154,439201,NA,NA,NA,NA,58-82-2,C00306,PEPTIDE,POLYPEPTIDE,NA
CHEM100001292,"Bradykinin, des-arg(9)",bradykinin__des_arg_9_,NA,NA,NA,"bradykinin, des-arg(9)","bradykinin, des-arg(9)",NA,"bradykinin, des-arg(9)",HMDB04246,HMDB04246,NA,100001292,34420,105044,NA,NA,NA,NA,15958-92-6,C00306,PEPTIDE,POLYPEPTIDE,NA
HMDB11728,"Bradykinin, hydroxy-pro(3)",bradykinin__hydroxy_pro_3_,NA,NA,NA,NA,NA,NA,"bradykinin, hydroxy-pro(3)",HMDB11728,HMDB11728,NA,100001237,33962,169947,NA,NA,NA,NA,37642-65-2,NA,PEPTIDE,POLYPEPTIDE,NA
HMDB13126,Butenylcarnitine,NA,NA,NA,Butenylcarnitine,NA,NA,NA,NA,HMDB13126,HMDB13126,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H19NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h5-6,9H,7-8H2,1-4H3/b6-5+/t9-/m0/s1",HQDBMDGXEZLSNK-CYNONHLPSA-N,NA,NA,NA,NA,NA
HMDB02013,Butyrylcarnitine,butyrylcarnitine,C4 carnitine,butyrylcarnitine,NA,NA,butyrylcarnitine,NA,butyrylcarnitine,HMDB02013,HMDB02013,NA,100001054,32412,213144;439829,NA,NA,NA,NA,25576-40-3,C02862,LIPID,FATTY ACID METABOLISM (ALSO BCAA METABOLISM),NA
HMDB00808,Butyrylglycine,butyrylglycine,NA,NA,NA,NA,butyrylglycine,NA,NA,HMDB00808,HMDB00808,NA,100001151,31850,88412,NA,NA,NA,NA,20208-73-5,NA,LIPID,FATTY ACID METABOLISM (ALSO BCAA METABOLISM),NA
CHEM100001949_100006379,C-glycosyltryptophan,c_glycosyltryptophan,NA,C-glycosyltryptophan,NA,C-glycosyltryptophan*,C-glycosyltryptophan,NA,C-glycosyltryptophan*,NA,NA,NA,100001949;100006379,32675;48782,10981970,NA,NA,NA,NA,180509-18-6,NA,AMINO ACID,TRYPTOPHAN METABOLISM,NA
HMDB13325,C10:2 carnitine,NA,C10:2 carnitine,NA,NA,NA,NA,NA,NA,HMDB13325,HMDB13325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB13326,C12:1 carnitine,NA,C12:1 carnitine,NA,Dodecenoylcarnitine,NA,NA,NA,NA,HMDB13326,HMDB13326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB06725,C14:0 CE,NA,C14:0 CE,NA,NA,NA,NA,NA,NA,HMDB06725,HMDB06725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB12097,C14:0 SM,NA,C14:0 SM,NA,NA,NA,NA,NA,NA,HMDB12097,HMDB12097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB11562,C14:1 MAG,NA,C14:1 MAG,NA,NA,NA,NA,NA,NA,HMDB11562,HMDB11562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB02014,C14:1 carnitine,NA,C14:1 carnitine,NA,Tetradecenoylcarnitine,NA,NA,NA,NA,HMDB02014,HMDB02014,NA,NA,NA,NA,NA,NA,"InChI=1S/C21H39NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h12-13,19H,5-11,14-18H2,1-4H3/b13-12-",NNCBVXBBLABOCB-SEYXRHQNSA-N,NA,NA,NA,NA,NA
HMDB13331,C14:2 carnitine,NA,C14:2 carnitine,NA,Tetradecadienylcarnitine,NA,NA,NA,NA,HMDB13331,HMDB13331,NA,NA,NA,53481681;126531256,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB13337,C16-OH carnitine,NA,C16-OH carnitine,NA,NA,NA,NA,NA,NA,HMDB13337,HMDB13337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB00885,C16:0 CE,NA,C16:0 CE,NA,NA,NA,NA,NA,NA,HMDB00885,HMDB00885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB10169,C16:0 SM,NA,C16:0 SM,NA,NA,NA,NA,NA,NA,HMDB10169,HMDB10169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB00658,C16:1 CE,NA,C16:1 CE,NA,NA,NA,NA,NA,NA,HMDB00658,HMDB00658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB11565,C16:1 MAG,NA,C16:1 MAG,NA,NA,NA,NA,NA,NA,HMDB11565,HMDB11565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB29216_HMDB13464,C16:1 SM,NA,C16:1 SM,NA,NA,NA,NA,NA,NA,"HMDB29216,HMDB13464",HMDB29216,HMDB13464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB10368,C18:0 CE,NA,C18:0 CE,NA,NA,NA,NA,NA,NA,HMDB10368,HMDB10368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB11131,C18:0 MAG,NA,C18:0 MAG,NA,NA,NA,NA,NA,NA,HMDB11131,HMDB11131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB00918,C18:1 CE,NA,C18:1 CE,NA,NA,NA,NA,NA,NA,HMDB00918,HMDB00918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB12101,C18:1 SM,NA,C18:1 SM,NA,NA,NA,NA,NA,NA,HMDB12101,HMDB12101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB13339,C18:1-OH carnitine,NA,C18:1-OH carnitine,NA,NA,NA,NA,NA,NA,HMDB13339,HMDB13339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB00610,C18:2 CE,NA,C18:2 CE,NA,NA,NA,NA,NA,NA,HMDB00610,HMDB00610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C18_2_SM,C18:2 SM,NA,C18:2 SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB10370,C18:3 CE,NA,C18:3 CE,NA,NA,NA,NA,NA,NA,HMDB10370,HMDB10370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB06460,C20 carnitine,NA,C20 carnitine,NA,NA,NA,NA,NA,NA,HMDB06460,HMDB06460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB12102,C20:0 SM,NA,C20:0 SM,NA,NA,NA,NA,NA,NA,HMDB12102,HMDB12102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB06736,C20:3 CE,NA,C20:3 CE,NA,NA,NA,NA,NA,NA,HMDB06736,HMDB06736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB10393,C20:3 LPC,NA,C20:3 LPC,NA,lysoPhosphatidylcholine a C20:3,NA,NA,NA,NA,HMDB10393,HMDB10393,NA,NA,NA,NA,NA,NA,"InChI=1S/C28H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h12-13,15-16,18-19,27,30H,5-11,14,17,20-26H2,1-4H3/b13-12-,16-15-,19-18-/t27-/m1/s1",YHGXYYIGHBPDMX-BUTFDPNWSA-N,NA,NA,NA,NA,NA
HMDB06726,C20:4 CE,NA,C20:4 CE,NA,NA,NA,NA,NA,NA,HMDB06726,HMDB06726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB06455,C20:4 carnitine,NA,C20:4 carnitine,NA,NA,NA,NA,NA,NA,HMDB06455,HMDB06455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB06731,C20:5 CE,NA,C20:5 CE,NA,NA,NA,NA,NA,NA,HMDB06731,HMDB06731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB10397,C20:5 LPC,NA,C20:5 LPC,NA,NA,NA,NA,NA,NA,HMDB10397,HMDB10397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB04952,C22:0 Ceramide (d18:1),NA,C22:0 Ceramide (d18:1),NA,NA,NA,NA,NA,NA,HMDB04952,HMDB04952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB12103,C22:0 SM,NA,C22:0 SM,NA,NA,NA,NA,NA,NA,HMDB12103,HMDB12103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB11582,C22:1 MAG,NA,C22:1 MAG,NA,NA,NA,NA,NA,NA,HMDB11582,HMDB11582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB12104,C22:1 SM,NA,C22:1 SM,NA,NA,NA,NA,NA,NA,HMDB12104,HMDB12104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB06729,C22:4 CE,NA,C22:4 CE,NA,NA,NA,NA,NA,NA,HMDB06729,HMDB06729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB10375,C22:5 CE,NA,C22:5 CE,NA,NA,NA,NA,NA,NA,HMDB10375,HMDB10375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB06733,C22:6 CE,NA,C22:6 CE,NA,NA,NA,NA,NA,NA,HMDB06733,HMDB06733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB10404,C22:6 LPC,NA,C22:6 LPC,NA,NA,NA,NA,NA,NA,HMDB10404,HMDB10404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB11526,C22:6 LPE,NA,C22:6 LPE,NA,NA,NA,NA,NA,NA,HMDB11526,HMDB11526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB04956,C24:0 Ceramide (d18:1),NA,C24:0 Ceramide (d18:1),NA,NA,NA,NA,NA,NA,HMDB04956,HMDB04956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB11697,C24:0 SM,NA,C24:0 SM,NA,NA,NA,NA,NA,NA,HMDB11697,HMDB11697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HMDB04953,C24:1 Ceramide (d18:1),NA,C24:1 Ceramide (d18:1),NA,NA,NA,NA,NA,NA,HMDB04953,HMDB04953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
